Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in metal element,Pd at% in metal element,Au at% in metal element,Ir at% in metal element,Ru at% in metal element,Ni at% in metal element,Co at% in metal element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in metal element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,total metal mass ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle diameter £®nm£©,Particle variance,carbon substrate type,carbon particle diameter(nm),support BET surface area(m2/g),Reduction Temperature,Reduction Time/min,Reducing agent( chemical name in english),pH,Annealing Temperature,Annealing Time/h,Atomosphere h2,Atomosphere inert,ECSA m2/g,Mass Activity mA mg-1,Specific Activity mA cm-2,Half wave potential £®V vsRHE£©,Onset Potential £®V vsRHE£©,Reduce in MA/ mA mg-1,I/C Ratio(ionomer/catalyst),Area cm2,Cathodic Loading Amount mgPt cm-2,Anodic Platinum Loading Amount mgPt cm-2,Anodic catalyst type x wt% Pt/C,Membrane,membrane thickness,Hot Press Temperature,Hot Press Time min,Hot Press Pressure Mpa,Humidity %,GDE for 1,celltemp©,Flowing rate of H2 ml min-1,flowing rate of cathode gas(O2/air),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Back Pressure Mpa,"Current decay at 0.6V(ma,cm2)",Cathode gas oxygen ratio,Maximum Power Density mW cm-2,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0
"Effects of carbon supports on Pt distribution, ionomer coverage and cathode performance for polymer electrolyte fuel cells",Makoto Uchida,japan,University of Yamanashi,2016,n-Pt/AB250,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,0,0,0,0,0,0,0,0,0,74.9,2.5,0.3,AB250,,219,220,30,oleylamine,7,400,4,0,1,68,225,0.330882353,,,,0.7,29.2,0.051,,,nafion 212,50,140,3,2.8,30,0,80,,,,,0,0,0,,0.21,1118.94,0.94,0.625,0.59,0.56,0.535,0.52,0.51,0.50031,0.49119,0.4826,0.47449,0.46683,0.45957,0.45269,0.44615,0.43994,0.43403,0.42839,0.42301,0.41787,0.41296,0.40826,0.40376,0.39935,0.39513,0.39107,0.38717,0.38342,0.37981,0.37633,0.37298
Fine-grained and fully ordered intermetallic PtFe catalysts with largely enhanced catalytic activity and durability,jiannong wang,china,East China University of Science and Technology,2016,PtFe/C,50,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,25.1,0,0,0,0,0,0,0,0,0,74.9,3.6,,home-made carbon,,692,130,180,none,7,900,2,0,1,66,230,0.348484848,,,,,,0.225,0.56,,nafion 212,50,130,2,6.89,85,1,65,,,,,0,0,0.05,,0.21,581,0.955,0.85,0.785,0.755,0.72,0.6886,0.6572,0.6258,0.5944,0.563,0.5316,0.5,0.4716,0.4433,0.415,0.385,0.35,0.32,0.298,0.25,0.2,0.12,0.04657,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Fine-grained and fully ordered intermetallic PtFe catalysts with largely enhanced catalytic activity and durability,jiannong wang,china,East China University of Science and Technology,2016,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,2.7,,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,55,225,0.409090909,,,,,,0.56,0.56,,nafion 212,50,130,2,6.89,85,1,65,,,,,0,0,0.05,,0.21,552.5,0.925,0.85,0.8,0.765,0.725,0.675,0.64,0.605,0.575,0.54,0.51,0.49,0.46,0.425,0.375,0.32,0.3,0.25,0.2,0.12,0.04657,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Nitrogen doped graphene prepared by hydrothermal and thermal solid state methods as catalyst supports for fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2015,Pt/NG180,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.86,0,0,0,0,0,0,0,0,66.14,3.5,0.6,nitrogen-doped graphene,,79.4,130,240,ethylene glycol,12,25,0,0,0,36,217,0.602777778,,,,,6.25,0.5,0.5,20,nafion 212,50,130,1.5,10,100,1,50,,,,,0,0,0,,1,301.5,0.875,0.79,0.69,0.64,0.585,0.535,0.49,0.415,0.375,0.335,0.285,0.25,0.185,0.12,0.05985,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Nitrogen doped graphene prepared by hydrothermal and thermal solid state methods as catalyst supports for fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2015,Pt/NG180,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.86,0,0,0,0,0,0,0,0,66.14,3.5,0.6,nitrogen-doped graphene,,79.4,130,240,ethylene glycol,12,25,0,0,0,36,217,0.602777778,,,,,6.25,0.5,0.5,20,nafion 212,50,130,1.5,10,100,1,60,,,,,0,0,0,,1,337.5,0.875,0.8,0.72,0.66,0.6,0.545,0.5,0.455,0.41,0.375,0.32,0.285,0.23,0.175,0.13,0.08783,0.05065,0.01762,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Nitrogen doped graphene prepared by hydrothermal and thermal solid state methods as catalyst supports for fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2015,Pt/NG180,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.86,0,0,0,0,0,0,0,0,66.14,3.5,0.6,nitrogen-doped graphene,,79.4,130,240,ethylene glycol,12,25,0,0,0,36,217,0.602777778,,,,,6.25,0.5,0.5,20,nafion 212,50,130,1.5,10,100,1,70,,,,,0,0,0,,1,370.8,0.84,0.77,0.71,0.66,0.61,0.555,0.52,0.485,0.44,0.412,0.36,0.32,0.295,0.26,0.205,0.175,0.14,0.10695,0.07741,0.05083,0.02679,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Nitrogen doped graphene prepared by hydrothermal and thermal solid state methods as catalyst supports for fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2015,Pt/NGA800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.51,0,0,0,0,0,0,0,0,66.49,3.3,0.7,nitrogen-doped graphene,,69.4,130,240,ethylene glycol,12,25,0,0,0,44,217,0.493181818,,,,,6.25,0.5,0.5,20,nafion 212,50,130,1.5,10,100,1,50,,,,,0,0,0,,1,245,0.88,0.7,0.6,0.54,0.485,0.43,0.39,0.35,0.305,0.27,0.22,0.19,0.16,0.125,0.1,0.075,0.05119,0.02955,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Nitrogen doped graphene prepared by hydrothermal and thermal solid state methods as catalyst supports for fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2015,Pt/NGA800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.51,0,0,0,0,0,0,0,0,66.49,3.3,0.7,nitrogen-doped graphene,,69.4,130,240,ethylene glycol,12,25,0,0,0,44,217,0.493181818,,,,,6.25,0.5,0.5,20,nafion 212,50,130,1.5,10,100,1,60,,,,,0,0,0,,1,280,0.89,0.68,0.61,0.55,0.5,0.45,0.41,0.38,0.35,0.302,0.265,0.23,0.203,0.17,0.145,0.11,0.07695,0.04741,0.02083,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Nitrogen doped graphene prepared by hydrothermal and thermal solid state methods as catalyst supports for fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2015,Pt/NGA800,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,3.51,0,0,0,0,0,0,0,0,66.49,3.3,0.7,nitrogen-doped graphene,,69.4,130,240,ethylene glycol,12,25,0,0,0,44,217,0.493181818,,,,,6.25,0.5,0.5,20,nafion 212,50,130,1.5,10,100,1,70,,,,,0,0,0,,1,330,0.85,0.71,0.615,0.57,0.515,0.485,0.45,0.42,0.39,0.35,0.31,0.3,0.27,0.25,0.22,0.185,0.155,0.125,0.1,0.07619,0.05455,0.03478,0.01667,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Nitrogen doped graphene prepared by hydrothermal and thermal solid state methods as catalyst supports for fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2015,Pt/NG180 + MWNT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.286,0,0,0,0,0,0,0,0,68.714,3.5,0.6,graphene/CNT hybrid,,600,130,240,ethylene glycol,12,25,0,0,0,32,217,0.678125,,,,,6.25,0.5,0.5,20,nafion 212,50,130,1.5,10,100,1,50,,,,,0,0,0,,1,510,0.935,0.802,0.74,0.7,0.65,0.63,0.6,0.575,0.54,0.502,0.48,0.45,0.425,0.395,0.36,0.33,0.31,0.29,0.27,0.24,0.215,0.198,0.17,0.145,0.115,0.08656,0.06092,0.0377,0.01657,0.01,0.01
Nitrogen doped graphene prepared by hydrothermal and thermal solid state methods as catalyst supports for fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2015,Pt/NG180 + MWNT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.286,0,0,0,0,0,0,0,0,68.714,3.5,0.6,graphene/CNT hybrid,,600,130,240,ethylene glycol,12,25,0,0,0,32,217,0.678125,,,,,6.25,0.5,0.5,20,nafion 212,50,130,1.5,10,100,1,60,,,,,0,0,0,,1,610,0.935,0.802,0.74,0.7,0.65,0.63,0.61,0.585,0.555,0.54,0.51,0.498,0.475,0.45,0.425,0.4,0.365,0.345,0.32,0.3,0.185,0.25,0.22,0.2,0.175,0.15119,0.12955,0.10978,0.09167,0.075,0.05962
Nitrogen doped graphene prepared by hydrothermal and thermal solid state methods as catalyst supports for fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2015,Pt/NG180 + MWNT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.286,0,0,0,0,0,0,0,0,68.714,3.5,0.6,graphene/CNT hybrid,,600,130,240,ethylene glycol,12,25,0,0,0,32,217,0.678125,,,,,6.25,0.5,0.5,20,nafion 212,50,130,1.5,10,100,1,70,,,,,0,0,0,,1,710,0.935,0.802,0.76,0.715,0.695,0.65,0.62,0.6,0.575,0.55,0.53,0.51,0.5,0.485,0.465,0.45,0.425,0.415,0.39,0.365,0.34,0.32,0.195,0.26,0.225,0.19195,0.16241,0.13583,0.11179,0.08995,0.07001
Nitrogen doped graphene prepared by hydrothermal and thermal solid state methods as catalyst supports for fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2015,Pt/NGA800 + MWNT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.17,0,0,0,0,0,0,0,0,68.83,3.3,0.7,graphene/CNT hybrid,,600,130,240,ethylene glycol,12,25,0,0,0,38,217,0.571052632,,,,,6.25,0.5,0.5,20,nafion 212,50,130,1.5,10,100,1,50,,,,,0,0,0,,1,485,0.85,0.78,0.73,0.69,0.645,0.615,0.58,0.55,0.525,0.498,0.47,0.445,0.402,0.375,0.34,0.302,0.265,0.225,0.2,0.175,0.15,0.125,0.1,0.075,0.05,0.02619,0.01,0.01,0.01,0.01,0.01
Nitrogen doped graphene prepared by hydrothermal and thermal solid state methods as catalyst supports for fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2015,Pt/NGA800 + MWNT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.17,0,0,0,0,0,0,0,0,68.83,3.3,0.7,graphene/CNT hybrid,,600,130,240,ethylene glycol,12,25,0,0,0,38,217,0.571052632,,,,,6.25,0.5,0.5,20,nafion 212,50,130,1.5,10,100,1,60,,,,,0,0,0,,1,550,0.85,0.81,0.76,0.715,0.69,0.655,0.625,0.6,0.57,0.54,0.505,0.48,0.45,0.425,0.39,0.36,0.325,0.3,0.275,0.24,0.215,0.185,0.15,0.125,0.105,0.08586,0.06828,0.0521,0.03714,0.02327,0.01039
Nitrogen doped graphene prepared by hydrothermal and thermal solid state methods as catalyst supports for fuel cell,S. Ramaprabhu,India,Indian Institute of Technology Madras,2015,Pt/NGA800 + MWNT,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.17,0,0,0,0,0,0,0,0,68.83,3.3,0.7,graphene/CNT hybrid,,600,130,240,ethylene glycol,12,25,0,0,0,38,217,0.571052632,,,,,6.25,0.5,0.5,20,nafion 212,50,130,1.5,10,100,1,70,,,,,0,0,0,,1,650,0.85,0.81,0.76,0.715,0.702,0.675,0.65,0.615,0.59,0.57,0.545,0.515,0.495,0.46,0.445,0.425,0.4,0.375,0.345,0.32,0.298,0.26,0.235,0.202,0.175,0.14933,0.12608,0.10492,0.08558,0.06784,0.0515
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,PtFeCo/C,75,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.5,,XC-72R,30,230,200,720,"1,2-propylene glycol",7,25,0,0,0,44,333.82,0.758681818,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,60,,,,,0,0,0,,1,546,0.85,0.75,0.72,0.68,0.65,0.625,0.6,0.57,0.55,0.53,0.5,0.48,0.44,0.415,0.39,0.36,0.33,0.29,0.25,0.2,0.14,0.06,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,PtFeCo/C,75,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.5,,XC-72R,30,230,200,720,"1,2-propylene glycol",7,25,0,0,0,44,333.82,0.758681818,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,70,,,,,0,0,0,,1,611,0.86,0.79,0.76,0.73,0.705,0.695,0.675,0.645,0.62,0.6,0.56,0.53,0.5,0.47,0.42,0.39,0.36,0.325,0.3,0.27,0.225,0.195,0.16,0.125,0.095,0.05,0.01,0.01,0.01,0.01,0.01
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,PtFeCo/C,75,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.5,,XC-72R,30,230,200,720,"1,2-propylene glycol",7,25,0,0,0,44,333.82,0.758681818,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,80,,,,,0,0,0,,1,722.5,0.85,0.805,0.78,0.76,0.735,0.715,0.695,0.675,0.65,0.625,0.6,0.575,0.55,0.525,0.5,0.475,0.45,0.425,0.4,0.375,0.35,0.325,0.3,0.275,0.25,0.225,0.2,0.175,0.15,0.125,0.1
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,PdFeCo/C,69,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,5,,XC-72R,30,230,200,720,"1,2-propylene glycol",7,25,0,0,0,49,5.6189,0.011467143,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,60,,,,,0,0,0,,1,336,0.71,0.715,0.53,0.475,0.45,0.435,0.41,0.39,0.37,0.35,0.325,0.3,0.28,0.255,0.24,0.215,0.19,0.155,0.12,0.09,0.045,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,PdFeCo/C,69,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,5,,XC-72R,30,230,200,720,"1,2-propylene glycol",7,25,0,0,0,49,5.6189,0.011467143,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,70,,,,,0,0,0,,1,384,0.69,0.66,0.56,0.53,0.51,0.49,0.455,0.425,0.4,0.38,0.36,0.33,0.32,0.29,0.27,0.245,0.225,0.198,0.175,0.148,0.105,0.052,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,PdFeCo/C,69,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,5,,XC-72R,30,230,200,720,"1,2-propylene glycol",7,25,0,0,0,49,5.6189,0.011467143,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,80,,,,,0,0,0,,1,436.8,0.7,0.6,0.575,0.545,0.52,0.5,0.475,0.45,0.42,0.4,0.38,0.365,0.335,0.32,0.305,0.29,0.273,0.25,0.23,0.21,0.18,0.165,0.14,0.11,0.065,0.01,0.01,0.01,0.01,0.01,0.01
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,PtFeCo/C,75,0,0,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.5,,XC-72R,30,230,200,720,"1,2-propylene glycol",7,25,0,0,0,44,333.82,0.758681818,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,80,,,,,0,0,0,,1,708,0.85,0.8,0.77,0.755,0.735,0.71,0.695,0.665,0.64,0.625,0.605,0.58,0.55,0.515,0.5,0.47125,0.4425,0.41375,0.385,0.35625,0.3275,0.29875,0.27,0.24125,0.2125,0.18375,0.155,0.12625,0.0975,0.06875,0.04
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3,,XC-72R,30,230,200,720,"1,2-propylene glycol",7,25,0,0,0,38,225,0.592105263,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,80,,,,,0,0,0,,1,692,0.84,0.79,0.76,0.745,0.725,0.7,0.685,0.655,0.63,0.615,0.595,0.57,0.54,0.505,0.49,0.46125,0.4325,0.40375,0.375,0.34625,0.3175,0.28875,0.26,0.23125,0.2025,0.17375,0.145,0.11625,0.0875,0.05875,0.03
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,PdFeCo/C,69,0,0,0,0,0,20,11,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,5,,XC-72R,30,230,200,720,"1,2-propylene glycol",7,25,0,0,0,49,5.6189,0.011467143,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,80,,,,,0,0,0,,1,445.5,0.7,0.61,0.565,0.54,0.52,0.5,0.472,0.445,0.42,0.4,0.38,0.365,0.348,0.325,0.315,0.297,0.275,0.25,0.228,0.21,0.185,0.16,0.135,0.105,0.055,0.01,0.01,0.01,0.01,0.01,0.01
Impact of alloying and lattice strain on ORR activity of Pt and Pd based ternary alloys with Fe and Co for proton exchange membrane fuel cell applications,Louis Cindrella,India,National Institute of Technology,2014,Pd/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,6.1,,XC-72R,30,230,200,720,"1,2-propylene glycol",7,25,0,0,0,38,23.529,0.061918421,,,,0.333,5,0.5,0.25,20,nafion 212,50,,,,100,1,80,,,,,0,0,0,,1,430.5,0.7,0.61,0.565,0.54,0.52,0.49,0.462,0.435,0.41,0.39,0.37,0.355,0.338,0.315,0.305,0.287,0.265,0.24,0.218,0.2,0.175,0.15,0.125,0.095,0.045,0.01,0.01,0.01,0.01,0.01,0.01
Architecture of PtFe/C catalyst with high activity and durability for oxygen reduction reaction,guoxiong wang,china,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2014,PtFe/C-acid,81.5,0,0,0,0,0,0,18.5,0,0,0,0,0,0,0,0,0,0,0,0,35.8,0,0,0,0,0,0,0,0,0,64.2,3.1,,XC-72R,30,230,50,,none,3,900,2,1,0,50.9,217,0.42632613,,,,0.5,4.41,0.358,,10,nafion 212,50,135,3,1,100,1,70,,,,,0,0,,,1,1352,1,0.9,0.865,0.849,0.825,0.81,0.798,0.78,0.77,0.752,0.74,0.725,0.715,0.7,0.69,0.675,0.665,0.65,0.64,0.625,0.61,0.595,0.577,0.565,0.55,0.535,0.52,0.5,0.48,0.46,0.44
Architecture of PtFe/C catalyst with high activity and durability for oxygen reduction reaction,guoxiong wang,china,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2014,PtFe/C,75,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,41.1,0,0,0,0,0,0,0,0,0,38.9,4.6,,XC-72R,30,230,50,,none,3,900,2,1,0,49.6,217,0.4375,,,,0.5,4.41,0.411,,10,nafion 212,50,135,3,1,100,1,70,,,,,0,0,,,1,1187.5,1,0.88,0.855,0.835,0.82,0.8,0.78,0.765,0.75,0.735,0.72,0.705,0.69,0.675,0.66,0.648,0.63,0.615,0.6,0.578,0.565,0.548,0.525,0.51,0.49,0.475,0.45,0.425,0.398,0.37233,0.34908
Architecture of PtFe/C catalyst with high activity and durability for oxygen reduction reaction,guoxiong wang,china,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2014,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,63,2.9,,XC-72R,30,230,198,1.6,ethylene glycol,10,25,0,0,0,67.3,217,0.32243685,,,,0.5,4.41,0.37,,10,nafion 212,50,135,3,1,100,1,70,,,,,0,0,,,1,1196,1,0.87,0.835,0.815,0.795,0.777,0.76,0.748,0.725,0.715,0.7,0.685,0.67,0.655,0.645,0.63,0.615,0.6,0.585,0.57,0.551,0.54,0.525,0.51,0.495,0.475,0.46,0.44,0.42,0.4,0.38086
Effect of supports on activity and stability of Pt®CPd catalysts for oxygen reduction reaction in proton exchange membrane fuel cells,Mali Hunsom,Thailand,Chulalongkorn Univerity,2013,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,7.75,,XC-72R,30,217,70,60,NaBH4,7,70,30,1,0,61.7,217,0.351701783,,,,0.528,5,0.06,,,nafion 117,175,137,2.5,6.5,100,1,60,,,,,0,0,0,,1,270,1,0.8,0.73,0.65,0.6,0.53,0.45,0.36,0.27,0.18,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Effect of supports on activity and stability of Pt®CPd catalysts for oxygen reduction reaction in proton exchange membrane fuel cells,Mali Hunsom,Thailand,Chulalongkorn Univerity,2013,Pt-Pd/C,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,6.78,,XC-72R,30,217,70,60,NaBH4,7,70,30,1,0,61.7,217,0.351701783,,,,0.528,5,0.06,,,nafion 117,175,137,2.5,6.5,100,1,60,,,,,0,0,0,,1,324,1,0.81,0.73,0.69,0.65,0.58,0.54,0.46,0.4,0.31,0.22,0.11,0.01044,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Effect of supports on activity and stability of Pt®CPd catalysts for oxygen reduction reaction in proton exchange membrane fuel cells,Mali Hunsom,Thailand,Chulalongkorn Univerity,2013,Pt-Pd/HB,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,9.25,,Hicon Black,,87,70,60,NaBH4,7,70,30,1,0,61.7,217,0.351701783,,,,0.528,5,0.06,,,nafion 117,175,137,2.5,6.5,100,1,60,,,,,0,0,0,,1,315,1,0.8,0.74,0.7,0.65,0.58,0.52,0.45,0.38,0.25,0.18,0.1154,0.06007,0.01213,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Effect of supports on activity and stability of Pt®CPd catalysts for oxygen reduction reaction in proton exchange membrane fuel cells,Mali Hunsom,Thailand,Chulalongkorn Univerity,2013,Pt-Pd/MWCNT,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,9.34,,CNTs,,117,70,60,NaBH4,7,70,30,1,0,61.7,217,0.351701783,,,,0.528,5,0.06,,,nafion 117,175,137,2.5,6.5,100,1,60,,,,,0,0,0,,1,300,1,0.81,0.75,0.69,0.62,0.55,0.5,0.42,0.33,0.24,0.13,0.03044,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Effect of supports on activity and stability of Pt®CPd catalysts for oxygen reduction reaction in proton exchange membrane fuel cells,Mali Hunsom,Thailand,Chulalongkorn Univerity,2013,Pt-Pd/TiO2,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,60,9.38,,oxide,,36,70,60,NaBH4,7,70,30,1,0,61.7,217,0.351701783,,,,0.528,5,0.06,,,nafion 117,175,137,2.5,6.5,100,1,60,,,,,0,0,0,,1,180,1,0.72,0.62,0.55,0.45,0.36,0.26,0.13,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
